               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 160,             0.02778,            0.026574,           0.0040893,             0.68997,             0.67216,             0.64661,             0.26966,             0.04878,            0.031951,            0.021729,           0.0021295,           0.0021295,           0.0021295
                 161,            0.028062,            0.027923,           0.0038893,             0.74391,             0.66694,              0.6654,             0.27476,            0.048809,             0.03159,            0.022438,             0.00208,             0.00208,             0.00208
                 162,             0.02783,            0.027353,           0.0038191,             0.72695,             0.66009,             0.66994,             0.28217,            0.048889,            0.031577,            0.021217,           0.0020305,           0.0020305,           0.0020305
                 163,              0.0279,            0.028233,           0.0038599,             0.69632,             0.65683,             0.65263,             0.27533,            0.049476,            0.031499,            0.022034,            0.001981,            0.001981,            0.001981
                 164,            0.027586,            0.028931,           0.0036707,             0.72751,              0.6378,             0.66526,             0.28451,            0.048972,            0.031467,            0.022209,           0.0019315,           0.0019315,           0.0019315
                 165,            0.027547,            0.026587,           0.0039309,             0.71663,             0.66172,             0.67626,             0.28412,            0.049244,            0.032047,            0.022388,            0.001882,            0.001882,            0.001882
                 166,            0.027652,            0.027277,           0.0037738,             0.71902,             0.62378,             0.64688,             0.26972,            0.049485,            0.032021,            0.022602,           0.0018325,           0.0018325,           0.0018325
                 167,            0.027055,            0.026564,           0.0037994,             0.70216,             0.62405,             0.62692,             0.27177,            0.048941,            0.032183,             0.02216,            0.001783,            0.001783,            0.001783
                 168,            0.028021,            0.027486,           0.0039864,             0.71316,             0.66791,             0.65517,             0.28005,            0.048929,            0.032872,            0.022186,           0.0017335,           0.0017335,           0.0017335
                 169,            0.027108,            0.026989,           0.0042594,             0.67853,              0.6803,             0.66761,             0.28762,            0.048924,             0.03313,            0.021679,            0.001684,            0.001684,            0.001684
                 170,            0.027101,            0.027879,           0.0037437,             0.70783,             0.62308,             0.63994,             0.28084,            0.048682,            0.032911,             0.02087,           0.0016345,           0.0016345,           0.0016345
                 171,            0.026947,            0.026768,           0.0038138,             0.70904,             0.64612,             0.64087,             0.27265,            0.048958,            0.032395,            0.021461,            0.001585,            0.001585,            0.001585
                 172,            0.027809,            0.026964,           0.0040435,             0.72163,             0.66093,             0.64616,             0.27396,             0.04919,            0.032428,            0.022556,           0.0015355,           0.0015355,           0.0015355
                 173,             0.02687,            0.026197,           0.0036921,             0.75514,             0.64646,             0.65423,             0.27363,            0.048664,            0.032344,            0.022614,            0.001486,            0.001486,            0.001486
                 174,            0.027219,            0.027266,           0.0036702,             0.75317,             0.59748,             0.62728,             0.26559,            0.049638,             0.03237,             0.02359,           0.0014365,           0.0014365,           0.0014365
                 175,            0.027595,            0.027219,           0.0040877,              0.7396,             0.62199,             0.64547,             0.27162,            0.049496,            0.032627,            0.023586,            0.001387,            0.001387,            0.001387
                 176,            0.026938,            0.026373,           0.0038932,             0.70452,             0.65781,               0.648,             0.27107,            0.049624,            0.032557,            0.023029,           0.0013375,           0.0013375,           0.0013375
                 177,            0.026094,            0.026396,           0.0032731,             0.70106,             0.63345,             0.64344,             0.27107,            0.049511,            0.032299,            0.023033,            0.001288,            0.001288,            0.001288
                 178,            0.026575,            0.026352,           0.0039242,             0.71635,             0.60476,             0.61948,              0.2672,            0.049112,            0.032673,            0.023655,           0.0012385,           0.0012385,           0.0012385
                 179,            0.026407,            0.025924,           0.0038137,             0.71549,             0.61695,             0.62491,             0.26378,            0.049403,            0.032918,            0.023685,            0.001189,            0.001189,            0.001189
                 180,            0.026537,            0.026313,           0.0038416,             0.70631,             0.62904,             0.62493,             0.26332,            0.049401,            0.033092,            0.023937,           0.0011395,           0.0011395,           0.0011395
                 181,            0.026208,            0.027415,           0.0037532,             0.72962,             0.60881,             0.61681,             0.26315,            0.049406,            0.033072,            0.024006,             0.00109,             0.00109,             0.00109
                 182,            0.026439,            0.025595,           0.0037798,             0.69546,             0.60327,             0.60871,             0.26488,            0.049553,            0.033085,            0.024323,           0.0010405,           0.0010405,           0.0010405
                 183,            0.026328,             0.02657,           0.0039246,             0.70913,             0.62023,             0.62113,             0.26554,            0.049284,            0.033227,            0.024391,            0.000991,            0.000991,            0.000991
                 184,            0.026506,            0.026116,           0.0037998,             0.67146,             0.61556,             0.60491,             0.25544,            0.049609,             0.03315,            0.024418,           0.0009415,           0.0009415,           0.0009415
                 185,            0.026361,            0.025982,           0.0037911,             0.70455,              0.6093,             0.60716,             0.25414,            0.049543,            0.033214,            0.025211,            0.000892,            0.000892,            0.000892
                 186,            0.026034,            0.027576,           0.0035669,             0.66279,             0.61822,             0.59791,              0.2524,            0.049512,            0.033246,            0.025314,           0.0008425,           0.0008425,           0.0008425
                 187,            0.026374,            0.024632,           0.0035589,             0.64434,             0.64214,             0.60448,             0.25102,            0.049443,            0.033272,            0.024666,            0.000793,            0.000793,            0.000793
                 188,            0.026921,            0.027176,           0.0040199,             0.67245,             0.63049,             0.59485,              0.2506,            0.049333,             0.03333,            0.024376,           0.0007435,           0.0007435,           0.0007435
                 189,            0.026738,            0.027779,           0.0036862,             0.69058,             0.62217,             0.60619,             0.25474,            0.050026,            0.033343,              0.0243,            0.000694,            0.000694,            0.000694
                 190,            0.026428,            0.026921,           0.0036142,             0.66505,             0.67054,             0.63108,              0.2632,            0.049464,            0.033221,            0.024178,           0.0006445,           0.0006445,           0.0006445
                 191,            0.026546,            0.026296,           0.0038161,             0.64064,             0.69165,             0.62637,             0.26454,            0.049103,            0.033072,            0.023987,            0.000595,            0.000595,            0.000595
                 192,             0.02623,            0.027127,           0.0035442,             0.73274,             0.62208,             0.62913,             0.26915,            0.049093,            0.033169,            0.023933,           0.0005455,           0.0005455,           0.0005455
                 193,            0.025925,            0.026582,           0.0037491,             0.73639,             0.62377,             0.62944,             0.26749,            0.049125,            0.033375,            0.023922,            0.000496,            0.000496,            0.000496
                 194,            0.026911,            0.026373,            0.003877,               0.686,             0.64985,             0.63329,             0.26642,              0.0492,            0.033401,            0.023827,           0.0004465,           0.0004465,           0.0004465
                 195,            0.026274,            0.028259,           0.0037201,             0.70564,             0.62828,             0.63291,             0.26526,            0.049464,            0.033472,            0.023876,            0.000397,            0.000397,            0.000397
                 196,            0.026524,            0.026167,           0.0037909,             0.70244,             0.62668,             0.62766,             0.26581,            0.049236,            0.033524,             0.02401,           0.0003475,           0.0003475,           0.0003475
                 197,            0.026174,             0.02611,           0.0037129,             0.73299,             0.62283,             0.62273,             0.26513,            0.049368,            0.033511,            0.024246,            0.000298,            0.000298,            0.000298
                 198,            0.025888,            0.026086,           0.0035698,             0.72912,             0.61944,             0.62218,             0.26581,            0.049068,            0.033607,            0.024349,           0.0002485,           0.0002485,           0.0002485
                 199,            0.025943,            0.026701,           0.0034687,             0.73314,              0.6171,             0.62362,             0.26575,            0.049132,            0.033698,            0.024399,            0.000199,            0.000199,            0.000199
