               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 156,            0.033484,            0.033639,           0.0050808,              0.7401,             0.65108,              0.6645,              0.2757,             0.04943,            0.027973,            0.017128,           0.0023275,           0.0023275,           0.0023275
                 157,            0.033268,            0.032201,           0.0051996,             0.75077,             0.67286,              0.6782,             0.27672,            0.048987,            0.027438,            0.016956,            0.002278,            0.002278,            0.002278
                 158,            0.032682,            0.032121,           0.0050002,             0.71979,             0.62074,             0.66139,              0.2708,            0.048558,            0.028031,            0.018991,           0.0022285,           0.0022285,           0.0022285
                 159,            0.033194,            0.031816,           0.0048278,             0.65863,             0.64232,             0.63698,             0.26565,            0.048766,             0.02836,            0.019676,            0.002179,            0.002179,            0.002179
                 160,            0.032777,            0.031035,           0.0051269,             0.70958,             0.66725,              0.6448,             0.26913,            0.048823,            0.027754,             0.01973,           0.0021295,           0.0021295,           0.0021295
                 161,            0.033209,            0.032579,           0.0049182,             0.72972,             0.65996,             0.65149,             0.26617,             0.04885,            0.027895,            0.020302,             0.00208,             0.00208,             0.00208
                 162,            0.032816,            0.031929,           0.0050387,             0.73219,             0.66249,             0.65519,             0.26186,            0.048852,            0.027786,            0.019596,           0.0020305,           0.0020305,           0.0020305
                 163,            0.032816,            0.032711,           0.0048051,             0.67675,             0.69039,             0.65921,             0.26404,            0.049121,            0.027534,            0.020798,            0.001981,            0.001981,            0.001981
                 164,             0.03246,            0.033372,           0.0044643,             0.70982,             0.68137,              0.6606,             0.27623,            0.048149,            0.027592,            0.019905,           0.0019315,           0.0019315,           0.0019315
                 165,              0.0326,            0.031174,           0.0050467,             0.73339,             0.63173,             0.64625,             0.27744,            0.048279,            0.028256,            0.019623,            0.001882,            0.001882,            0.001882
                 166,            0.032824,            0.031713,           0.0047457,             0.76409,             0.63506,             0.64369,             0.27607,            0.048666,            0.028489,            0.018816,           0.0018325,           0.0018325,           0.0018325
                 167,            0.031996,            0.030817,           0.0048008,             0.68239,              0.7044,              0.6686,             0.28898,            0.048373,             0.02865,            0.018175,            0.001783,            0.001783,            0.001783
                 168,            0.032884,            0.031749,           0.0048964,              0.6877,             0.67743,             0.64392,             0.27449,            0.048952,            0.029449,            0.019577,           0.0017335,           0.0017335,           0.0017335
                 169,             0.03196,            0.031232,           0.0049973,             0.68219,             0.66156,              0.6616,               0.279,            0.048739,            0.029153,            0.020025,            0.001684,            0.001684,            0.001684
                 170,            0.031892,            0.032457,           0.0045199,             0.71498,             0.63404,             0.63707,             0.26941,            0.048736,            0.028959,            0.020388,           0.0016345,           0.0016345,           0.0016345
                 171,            0.031991,            0.031265,           0.0045689,             0.65809,             0.61786,             0.58751,             0.24665,            0.048952,            0.028746,            0.021507,            0.001585,            0.001585,            0.001585
                 172,             0.03245,            0.030993,           0.0049411,             0.67758,             0.63235,              0.6135,             0.25255,            0.049551,            0.029262,            0.023262,           0.0015355,           0.0015355,           0.0015355
                 173,            0.031605,            0.030366,           0.0045282,             0.71504,             0.63064,             0.63357,             0.26851,            0.048708,             0.02923,             0.02161,            0.001486,            0.001486,            0.001486
                 174,            0.031967,            0.031714,           0.0044977,             0.67742,             0.65208,              0.6387,             0.26477,            0.049213,            0.028495,            0.020638,           0.0014365,           0.0014365,           0.0014365
                 175,            0.032115,             0.03126,           0.0049855,             0.68301,             0.68502,             0.65542,             0.27348,             0.04874,            0.028656,             0.02042,            0.001387,            0.001387,            0.001387
                 176,            0.031658,            0.030553,           0.0047405,             0.69426,             0.66818,              0.6568,             0.27565,            0.048777,             0.02865,            0.019588,           0.0013375,           0.0013375,           0.0013375
                 177,            0.030988,            0.030686,           0.0040715,             0.67352,             0.69646,             0.65546,             0.27849,            0.048667,            0.028618,            0.019951,            0.001288,            0.001288,            0.001288
                 178,            0.031322,            0.030713,             0.00466,             0.70104,             0.67738,             0.65516,             0.27766,            0.048487,            0.028837,            0.021156,           0.0012385,           0.0012385,           0.0012385
                 179,            0.030992,             0.02988,           0.0046562,             0.71123,             0.65379,             0.63778,             0.26938,            0.048653,            0.028804,            0.021343,            0.001189,            0.001189,            0.001189
                 180,            0.031201,            0.030837,           0.0047982,             0.67245,             0.66102,             0.62841,             0.26838,            0.048775,            0.028862,            0.021824,           0.0011395,           0.0011395,           0.0011395
                 181,            0.030734,            0.031501,           0.0045487,              0.6945,             0.64212,              0.6166,             0.26196,            0.048927,            0.028714,            0.021881,             0.00109,             0.00109,             0.00109
                 182,            0.030999,             0.02941,           0.0046656,             0.68366,             0.66343,             0.62761,             0.26707,            0.049027,            0.028714,            0.021725,           0.0010405,           0.0010405,           0.0010405
                 183,            0.030697,             0.03053,           0.0046075,             0.70249,             0.67276,             0.63693,             0.26848,            0.048669,             0.02923,            0.020924,            0.000991,            0.000991,            0.000991
                 184,            0.030644,            0.029897,           0.0044713,              0.6959,             0.62223,             0.61528,             0.25921,            0.048967,             0.02914,            0.020412,           0.0009415,           0.0009415,           0.0009415
